"TIME","GEO","SEX","INDIC_EM","Value"
"2004","Spain","Total","Activity rate (15 to 24 years)","45.1"
"2004","Spain","Total","Activity rate (20 to 64 years)","72.9"
"2004","Spain","Total","Activity rate (25 to 54 years)","80.6"
"2004","Spain","Total","Activity rate (55 to 64 years)","44.4"
"2004","Spain","Total","Youth unemployment ratio 15-24","9.9"
"2004","Spain","Males","Total population","20 893.7"
"2004","Spain","Males","Population (15 to 64 years)","14 726.5"
"2004","Spain","Males","Active population","11 905.3"
"2004","Spain","Males","Growth of active population","2.4"
"2004","Spain","Males","Activity rate (15 to 64 years)","80.4"
"2004","Spain","Males","Activity rate (15 to 24 years)","50.2"
"2004","Spain","Males","Activity rate (20 to 64 years)","85.3"
"2004","Spain","Males","Activity rate (25 to 54 years)","92.5"
"2004","Spain","Males","Activity rate (55 to 64 years)","62.7"
"2004","Spain","Males","Youth unemployment ratio 15-24","9.4"
"2004","Spain","Females","Total population","21 546.5"
"2004","Spain","Females","Population (15 to 64 years)","14 500.2"
"2004","Spain","Females","Active population","8 279.3"
"2004","Spain","Females","Growth of active population","4.7"
"2004","Spain","Females","Activity rate (15 to 64 years)","56.8"
"2004","Spain","Females","Activity rate (15 to 24 years)","39.8"
"2004","Spain","Females","Activity rate (20 to 64 years)","60.3"
"2004","Spain","Females","Activity rate (25 to 54 years)","68.3"
"2004","Spain","Females","Activity rate (55 to 64 years)","27.2"
"2004","Spain","Females","Youth unemployment ratio 15-24","10.5"
"2004","France","Total","Total population","59 278.3"
"2004","France","Total","Population (15 to 64 years)","38 698.9"
"2004","France","Total","Active population","27 240.1"
"2004","France","Total","Growth of active population","0.7"
"2004","France","Total","Activity rate (15 to 64 years)","70.0"
"2004","France","Total","Activity rate (15 to 24 years)","38.1"
"2004","France","Total","Activity rate (20 to 64 years)","76.0"
"2004","France","Total","Activity rate (25 to 54 years)","87.3"
"2004","France","Total","Activity rate (55 to 64 years)","40.1"
"2004","France","Total","Youth unemployment ratio 15-24","7.6"
"2004","France","Males","Total population","28 678.3"
"2004","France","Males","Population (15 to 64 years)","19 060.4"
"2004","France","Males","Active population","14 508.9"
"2004","France","Males","Growth of active population","0.4"
"2004","France","Males","Activity rate (15 to 64 years)","75.5"
"2004","France","Males","Activity rate (15 to 24 years)","41.8"
"2004","France","Males","Activity rate (20 to 64 years)","82.0"
"2004","France","Males","Activity rate (25 to 54 years)","94.0"
"2004","France","Males","Activity rate (55 to 64 years)","44.0"
"2004","France","Males","Youth unemployment ratio 15-24","8.0"
"2004","France","Females","Total population","30 600.1"
"2004","France","Females","Population (15 to 64 years)","19 638.5"
"2004","France","Females","Active population","12 731.3"
"2004","France","Females","Growth of active population","1.1"
"2004","France","Females","Activity rate (15 to 64 years)","64.6"
"2004","France","Females","Activity rate (15 to 24 years)","34.4"
"2004","France","Females","Activity rate (20 to 64 years)","70.2"
"2004","France","Females","Activity rate (25 to 54 years)","80.9"
"2004","France","Females","Activity rate (55 to 64 years)","36.4"
"2004","France","Females","Youth unemployment ratio 15-24","7.2"
"2004","Croatia","Total","Total population","4 215.4"
"2004","Croatia","Total","Population (15 to 64 years)","2 750.6"
"2004","Croatia","Total","Active population","1 812.2"
"2004","Croatia","Total","Growth of active population","1.0"
"2004","Croatia","Total","Activity rate (15 to 64 years)","63.7"
"2004","Croatia","Total","Activity rate (15 to 24 years)","39.6"
"2004","Croatia","Total","Activity rate (20 to 64 years)","68.5"
"2004","Croatia","Total","Activity rate (25 to 54 years)","80.7"
"2004","Croatia","Total","Activity rate (55 to 64 years)","32.3"
"2004","Croatia","Total","Youth unemployment ratio 15-24","13.1"
"2004","Croatia","Males","Total population","2 012.1"
"2004","Croatia","Males","Population (15 to 64 years)","1 356.6"
"2004","Croatia","Males","Active population","986.6"
"2004","Croatia","Males","Growth of active population","1.1"
"2004","Croatia","Males","Activity rate (15 to 64 years)","70.5"
"2004","Croatia","Males","Activity rate (15 to 24 years)","43.8"
"2004","Croatia","Males","Activity rate (20 to 64 years)","76.2"
"2004","Croatia","Males","Activity rate (25 to 54 years)","86.6"
"2004","Croatia","Males","Activity rate (55 to 64 years)","44.0"
"2004","Croatia","Males","Youth unemployment ratio 15-24","12.9"
"2004","Croatia","Females","Total population","2 203.3"
"2004","Croatia","Females","Population (15 to 64 years)","1 394.0"
"2004","Croatia","Females","Active population","825.6"
"2004","Croatia","Females","Growth of active population","0.9"
"2004","Croatia","Females","Activity rate (15 to 64 years)","57.1"
"2004","Croatia","Females","Activity rate (15 to 24 years)","35.1"
"2004","Croatia","Females","Activity rate (20 to 64 years)","61.1"
"2004","Croatia","Females","Activity rate (25 to 54 years)","74.9"
"2004","Croatia","Females","Activity rate (55 to 64 years)","22.3"
"2004","Croatia","Females","Youth unemployment ratio 15-24","13.4"
"2004","Italy","Total","Total population","57 441.9"
"2004","Italy","Total","Population (15 to 64 years)","38 292.0"
"2004","Italy","Total","Active population","24 364.7"
"2004","Italy","Total","Growth of active population","0.9"
"2004","Italy","Total","Activity rate (15 to 64 years)","62.7"
"2004","Italy","Total","Activity rate (15 to 24 years)","36.1"
"2004","Italy","Total","Activity rate (20 to 64 years)","66.6"
"2004","Italy","Total","Activity rate (25 to 54 years)","77.5"
"2004","Italy","Total","Activity rate (55 to 64 years)","31.8"
"2004","Italy","Total","Youth unemployment ratio 15-24","8.5"
"2004","Italy","Males","Total population","27 830.2"
"2004","Italy","Males","Population (15 to 64 years)","19 046.7"
"2004","Italy","Males","Active population","14 546.3"
"2004","Italy","Males","Growth of active population","-1.1"
"2004","Italy","Males","Activity rate (15 to 64 years)","74.9"
"2004","Italy","Males","Activity rate (15 to 24 years)","40.5"
"2004","Italy","Males","Activity rate (20 to 64 years)","79.7"
"2004","Italy","Males","Activity rate (25 to 54 years)","91.4"
"2004","Italy","Males","Activity rate (55 to 64 years)","44.0"
"2004","Italy","Males","Youth unemployment ratio 15-24","8.4"
"2004","Italy","Females","Total population","29 611.8"
"2004","Italy","Females","Population (15 to 64 years)","19 245.3"
"2004","Italy","Females","Active population","9 818.7"
"2004","Italy","Females","Growth of active population","4.0"
"2004","Italy","Females","Activity rate (15 to 64 years)","50.6"
"2004","Italy","Females","Activity rate (15 to 24 years)","31.7"
"2004","Italy","Females","Activity rate (20 to 64 years)","53.7"
"2004","Italy","Females","Activity rate (25 to 54 years)","63.6"
"2004","Italy","Females","Activity rate (55 to 64 years)","20.4"
"2004","Italy","Females","Youth unemployment ratio 15-24","8.6"
"2004","Cyprus","Total","Total population","713.5"
"2004","Cyprus","Total","Population (15 to 64 years)","479.0"
"2004","Cyprus","Total","Active population","355.8"
"2004","Cyprus","Total","Growth of active population","4.5"
"2004","Cyprus","Total","Activity rate (15 to 64 years)","72.6"
"2004","Cyprus","Total","Activity rate (15 to 24 years)","42.4"
"2004","Cyprus","Total","Activity rate (20 to 64 years)","78.8"
"2004","Cyprus","Total","Activity rate (25 to 54 years)","86.0"
"2004","Cyprus","Total","Activity rate (55 to 64 years)","52.4"
"2004","Cyprus","Total","Youth unemployment ratio 15-24","4.9"
"2004","Cyprus","Males","Total population","346.7"
"2004","Cyprus","Males","Population (15 to 64 years)","231.9"
"2004","Cyprus","Males","Active population","199.1"
"2004","Cyprus","Males","Growth of active population","6.0"
"2004","Cyprus","Males","Activity rate (15 to 64 years)","83.0"
"2004","Cyprus","Males","Activity rate (15 to 24 years)","46.3"
"2004","Cyprus","Males","Activity rate (20 to 64 years)","89.6"
"2004","Cyprus","Males","Activity rate (25 to 54 years)","95.2"
"2004","Cyprus","Males","Activity rate (55 to 64 years)","74.2"
"2004","Cyprus","Males","Youth unemployment ratio 15-24","4.7"
"2004","Cyprus","Females","Total population","366.8"
"2004","Cyprus","Females","Population (15 to 64 years)","247.1"
"2004","Cyprus","Females","Active population","156.7"
"2004","Cyprus","Females","Growth of active population","2.6"
"2004","Cyprus","Females","Activity rate (15 to 64 years)","62.8"
"2004","Cyprus","Females","Activity rate (15 to 24 years)","39.0"
"2004","Cyprus","Females","Activity rate (20 to 64 years)","68.5"
"2004","Cyprus","Females","Activity rate (25 to 54 years)","77.2"
"2004","Cyprus","Females","Activity rate (55 to 64 years)","31.6"
"2004","Cyprus","Females","Youth unemployment ratio 15-24","5.1"
"2004","Latvia","Total","Total population","2 318.9"
"2004","Latvia","Total","Population (15 to 64 years)","1 587.0"
"2004","Latvia","Total","Active population","1 146.0"
"2004","Latvia","Total","Growth of active population","0.6"
"2004","Latvia","Total","Activity rate (15 to 64 years)","69.7"
"2004","Latvia","Total","Activity rate (15 to 24 years)","37.2"
"2004","Latvia","Total","Activity rate (20 to 64 years)","77.1"
"2004","Latvia","Total","Activity rate (25 to 54 years)","86.3"
"2004","Latvia","Total","Activity rate (55 to 64 years)","52.3"
"2004","Latvia","Total","Youth unemployment ratio 15-24","6.8"
"2004","Latvia","Males","Total population","1 068.0"
"2004","Latvia","Males","Population (15 to 64 years)","763.6"
"2004","Latvia","Males","Active population","585.1"
"2004","Latvia","Males","Growth of active population","0.6"
"2004","Latvia","Males","Activity rate (15 to 64 years)","74.3"
"2004","Latvia","Males","Activity rate (15 to 24 years)","43.3"
"2004","Latvia","Males","Activity rate (20 to 64 years)","82.6"
"2004","Latvia","Males","Activity rate (25 to 54 years)","89.7"
"2004","Latvia","Males","Activity rate (55 to 64 years)","60.4"
"2004","Latvia","Males","Youth unemployment ratio 15-24","6.9"
"2004","Latvia","Females","Total population","1 250.9"
"2004","Latvia","Females","Population (15 to 64 years)","823.3"
"2004","Latvia","Females","Active population","561.2"
"2004","Latvia","Females","Growth of active population","0.5"
"2004","Latvia","Females","Activity rate (15 to 64 years)","65.3"
"2004","Latvia","Females","Activity rate (15 to 24 years)","31.0"
"2004","Latvia","Females","Activity rate (20 to 64 years)","72.0"
"2004","Latvia","Females","Activity rate (25 to 54 years)","83.1"
"2004","Latvia","Females","Activity rate (55 to 64 years)","46.1"
"2004","Latvia","Females","Youth unemployment ratio 15-24","6.6"
"2004","Lithuania","Total","Total population","3 433.5"
"2004","Lithuania","Total","Population (15 to 64 years)","2 310.5"
"2004","Lithuania","Total","Active population","1 617.1"
"2004","Lithuania","Total","Growth of active population","-0.9"
"2004","Lithuania","Total","Activity rate (15 to 64 years)","69.1"
"2004","Lithuania","Total","Activity rate (15 to 24 years)","26.2"
"2004","Lithuania","Total","Activity rate (20 to 64 years)","77.8"
"2004","Lithuania","Total","Activity rate (25 to 54 years)","88.7"
"2004","Lithuania","Total","Activity rate (55 to 64 years)","52.6"
"2004","Lithuania","Total","Youth unemployment ratio 15-24","5.9"
"2004","Lithuania","Males","Total population","1 601.4"
"2004","Lithuania","Males","Population (15 to 64 years)","1 113.0"
"2004","Lithuania","Males","Active population","822.3"
"2004","Lithuania","Males","Growth of active population","-0.4"
"2004","Lithuania","Males","Activity rate (15 to 64 years)","72.8"
"2004","Lithuania","Males","Activity rate (15 to 24 years)","30.9"
"2004","Lithuania","Males","Activity rate (20 to 64 years)","82.3"
"2004","Lithuania","Males","Activity rate (25 to 54 years)","90.7"
"2004","Lithuania","Males","Activity rate (55 to 64 years)","63.7"
"2004","Lithuania","Males","Youth unemployment ratio 15-24","7.0"
"2004","Lithuania","Females","Total population","1 832.1"
"2004","Lithuania","Females","Population (15 to 64 years)","1 197.4"
"2004","Lithuania","Females","Active population","794.8"
"2004","Lithuania","Females","Growth of active population","-1.4"
"2004","Lithuania","Females","Activity rate (15 to 64 years)","65.6"
"2004","Lithuania","Females","Activity rate (15 to 24 years)","21.4"
"2004","Lithuania","Females","Activity rate (20 to 64 years)","73.6"
"2004","Lithuania","Females","Activity rate (25 to 54 years)","86.8"
"2004","Lithuania","Females","Activity rate (55 to 64 years)","44.2"
"2004","Lithuania","Females","Youth unemployment ratio 15-24","4.9"
"2004","Luxembourg","Total","Total population","445.6"
"2004","Luxembourg","Total","Population (15 to 64 years)","301.0"
"2004","Luxembourg","Total","Active population","198.1"
"2004","Luxembourg","Total","Growth of active population","2.5"
"2004","Luxembourg","Total","Activity rate (15 to 64 years)","65.8"
"2004","Luxembourg","Total","Activity rate (15 to 24 years)","28.0"
