,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
60192,9000,9000.0,10.16,36,debt_consolidation,3.98%,MD,MORTGAGE,6000.0,707.0,6.0,5659.0,0.0,7 years
97275,16000,16000.0,13.11,36,credit_card,17.61%,GA,MORTGAGE,6083.33,682.0,13.0,15148.0,0.0,2 years
103218,15200,13694.22,11.14,36,credit_card,14.50%,AZ,MORTGAGE,7916.67,762.0,7.0,217827.0,2.0,6 years
39722,24000,24000.0,10.65,36,debt_consolidation,14.80%,CA,RENT,3750.0,727.0,5.0,24708.0,0.0,10+ years
54880,16450,16450.0,15.31,36,debt_consolidation,11.66%,OH,MORTGAGE,6666.67,687.0,8.0,12697.0,3.0,9 years
81508,7500,7500.0,12.12,36,home_improvement,26.56%,NH,MORTGAGE,5000.0,712.0,8.0,9047.0,1.0,10+ years
98671,4750,4750.0,22.47,36,debt_consolidation,24.45%,UT,RENT,1333.33,667.0,9.0,4752.0,2.0,< 1 year
80765,6500,6500.0,7.9,36,debt_consolidation,12.56%,AR,RENT,6750.0,722.0,17.0,33229.0,0.0,8 years
103835,5500,5450.0,18.67,60,debt_consolidation,17.71%,NY,RENT,1750.0,662.0,6.0,4492.0,6.0,2 years
59041,9600,9600.0,6.03,36,home_improvement,7.52%,AL,MORTGAGE,6250.0,752.0,7.0,765.0,0.0,< 1 year
62747,12000,11975.0,12.12,36,major_purchase,31.34%,NY,OWN,4166.67,712.0,21.0,28703.0,2.0,3 years
34051,2000,2000.0,7.51,36,other,16.73%,CA,RENT,1500.0,732.0,5.0,2925.0,0.0,4 years
99360,18000,18000.0,24.89,60,moving,14.88%,VT,RENT,4000.0,667.0,10.0,7377.0,3.0,8 years
79126,5825,5825.0,12.12,36,home_improvement,4%,AR,OWN,3750.0,692.0,4.0,5643.0,0.0,1 year
103249,2500,2500.0,15.31,36,home_improvement,22.81%,VA,RENT,2530.0,672.0,7.0,5276.0,6.0,< 1 year
43700,7200,7200.0,19.91,60,other,2%,NY,RENT,5500.0,662.0,13.0,2130.0,0.0,9 years
83155,8000,8000.0,14.33,36,other,11.85%,MD,RENT,3941.58,672.0,15.0,9660.0,0.0,2 years
16446,25000,24675.0,20.77,60,home_improvement,19.12%,TX,MORTGAGE,6000.0,667.0,17.0,12757.0,2.0,10+ years
84110,2500,2500.0,14.09,36,medical,20.95%,NY,RENT,2666.67,667.0,9.0,15787.0,0.0,n/a
2807,20000,2050.0,12.84,36,home_improvement,1.49%,MI,MORTGAGE,3500.0,752.0,6.0,1954.0,5.0,2 years
94386,6250,6250.0,13.11,36,debt_consolidation,28.61%,CT,RENT,1779.17,722.0,19.0,7455.0,1.0,3 years
49074,12375,12375.0,13.67,36,debt_consolidation,22.42%,KS,MORTGAGE,2083.33,682.0,8.0,12226.0,0.0,3 years
88558,18000,18000.0,10.16,36,debt_consolidation,16.71%,NY,MORTGAGE,6666.67,687.0,16.0,19850.0,1.0,6 years
31714,3300,3300.0,6.99,36,other,20.04%,IL,RENT,3333.33,762.0,10.0,0.0,2.0,1 year
68991,21000,21000.0,18.49,60,other,16.40%,TX,MORTGAGE,8833.33,702.0,11.0,29293.0,0.0,1 year
75034,24575,24575.0,16.29,36,debt_consolidation,19.60%,GA,MORTGAGE,5250.0,697.0,8.0,20858.0,2.0,10+ years
4532,5000,4900.0,7.74,36,other,14.40%,OH,RENT,5166.67,752.0,8.0,15489.0,1.0,10+ years
67649,20000,20000.0,16.29,36,debt_consolidation,23.59%,MI,MORTGAGE,5833.33,682.0,14.0,12696.0,1.0,< 1 year
34983,13250,13250.0,6.62,36,debt_consolidation,28.64%,IL,MORTGAGE,5750.0,752.0,12.0,7174.0,3.0,8 years
4168,10000,9975.0,8.59,36,major_purchase,2.85%,PA,MORTGAGE,10167.0,792.0,9.0,16.0,3.0,10+ years
13020,20000,19950.0,10.75,36,debt_consolidation,11.37%,NY,RENT,8416.67,742.0,10.0,12283.0,0.0,3 years
28402,10000,10000.0,8.49,36,debt_consolidation,13.58%,FL,MORTGAGE,4166.67,717.0,8.0,8455.0,0.0,10+ years
82112,12000,12000.0,12.12,36,debt_consolidation,14.66%,FL,MORTGAGE,5000.0,712.0,11.0,13235.0,2.0,2 years
74368,8000,7950.0,7.9,36,home_improvement,12.54%,IL,MORTGAGE,3500.0,727.0,8.0,6834.0,2.0,5 years
5838,11000,10950.0,8.94,36,credit_card,22.38%,AK,MORTGAGE,4200.0,762.0,6.0,8694.0,4.0,7 years
24085,12500,12425.0,7.49,36,debt_consolidation,14.07%,MD,RENT,8237.5,732.0,15.0,13261.0,0.0,6 years
102519,7500,0.0,11.03,36,credit_card,11.41%,AL,MORTGAGE,3750.0,687.0,15.0,5148.0,7.0,6 years
85220,4825,4825.0,10.16,36,debt_consolidation,14.89%,UT,RENT,2400.0,707.0,14.0,6109.0,1.0,1 year
29422,7550,7550.0,16.89,36,other,21.94%,AL,RENT,2880.0,672.0,2.0,1989.0,1.0,8 years
12751,8000,7827.03,14.35,36,other,20.35%,NY,RENT,4000.0,677.0,7.0,2082.0,0.0,4 years
96028,6000,6000.0,14.09,36,debt_consolidation,15.72%,KS,RENT,5083.33,672.0,11.0,10373.0,0.0,4 years
104202,8000,8000.0,15.57,60,major_purchase,2.38%,IL,RENT,5291.67,702.0,4.0,1252.0,6.0,5 years
10096,3000,3000.0,14.59,36,debt_consolidation,24.20%,IL,MORTGAGE,5000.0,667.0,6.0,5527.0,1.0,5 years
51445,8000,7997.79,16.29,36,debt_consolidation,15.76%,NY,RENT,3750.0,667.0,8.0,7374.0,1.0,6 years
30184,8400,8400.0,5.99,36,credit_card,8.70%,TX,OWN,3000.0,752.0,6.0,6215.0,0.0,2 years
48402,35000,35000.0,14.65,36,medical,12.20%,MA,MORTGAGE,14166.67,722.0,7.0,103354.0,0.0,8 years
50781,15000,15000.0,7.9,36,credit_card,21.54%,NY,OWN,5000.0,732.0,8.0,21555.0,0.0,2 years
8378,7500,7475.0,10.99,36,home_improvement,7.51%,TX,MORTGAGE,7083.33,802.0,9.0,2245.0,7.0,8 years
16672,24000,23665.54,9.62,60,debt_consolidation,17.41%,DC,RENT,7695.08,807.0,6.0,1502.0,0.0,9 years
56643,21000,20975.0,20.5,60,debt_consolidation,18.42%,NY,MORTGAGE,8083.33,682.0,11.0,31080.0,2.0,5 years
65889,6000,6000.0,7.62,36,debt_consolidation,9.33%,CA,RENT,8315.67,732.0,8.0,6239.0,0.0,2 years
18439,4500,4500.0,6.91,36,major_purchase,0.58%,MD,MORTGAGE,65000.0,727.0,7.0,3015.0,4.0,7 years
79217,29000,29000.0,17.77,36,debt_consolidation,15.70%,MA,RENT,7666.67,697.0,11.0,23319.0,0.0,2 years
83672,20000,20000.0,15.31,36,debt_consolidation,27.35%,CA,RENT,5250.0,692.0,11.0,11343.0,1.0,6 years
97016,7000,7000.0,10.16,36,debt_consolidation,10.76%,IL,MORTGAGE,4341.67,697.0,11.0,13638.0,0.0,7 years
16867,5000,4950.0,10.36,36,other,0.51%,NJ,RENT,2916.67,717.0,2.0,165.0,2.0,3 years
73664,6000,6000.0,17.27,36,debt_consolidation,6.91%,IL,MORTGAGE,4025.67,667.0,6.0,6652.0,2.0,5 years
42222,10000,10000.0,15.27,36,wedding,4.02%,IL,RENT,4480.0,672.0,9.0,7614.0,2.0,1 year
24026,3200,3200.0,17.49,36,other,1.37%,AR,RENT,2917.0,667.0,4.0,1427.0,1.0,< 1 year
68139,23000,23000.0,17.77,36,debt_consolidation,25.84%,MD,MORTGAGE,6625.0,687.0,17.0,19870.0,1.0,3 years
101715,5000,1750.04,11.54,36,other,10.36%,NY,RENT,3416.67,672.0,17.0,15301.0,7.0,1 year
32974,3000,3000.0,12.69,36,debt_consolidation,3.12%,CA,RENT,2083.33,717.0,3.0,844.0,0.0,3 years
19091,12000,11975.0,10.74,60,debt_consolidation,17.63%,VA,RENT,3500.0,717.0,11.0,18808.0,0.0,5 years
57072,20000,19975.0,13.99,60,debt_consolidation,31.20%,NY,RENT,4166.67,722.0,9.0,8810.0,0.0,6 years
82788,1200,1200.0,15.8,36,debt_consolidation,27.14%,MI,RENT,2166.67,667.0,9.0,9076.0,1.0,3 years
33093,8000,8000.0,6.62,36,credit_card,4.90%,FL,MORTGAGE,3000.0,782.0,5.0,6084.0,1.0,n/a
28534,10000,9975.0,16.49,60,credit_card,17.70%,IL,MORTGAGE,5416.67,707.0,10.0,41329.0,0.0,10+ years
22444,11000,11000.0,13.06,36,other,22.42%,NC,MORTGAGE,7916.67,692.0,9.0,34314.0,1.0,< 1 year
95117,18000,18000.0,16.29,36,credit_card,17.62%,CA,MORTGAGE,5250.0,672.0,11.0,9379.0,1.0,5 years
30817,24000,23975.0,17.49,60,small_business,8.96%,OR,RENT,5000.0,707.0,4.0,323.0,1.0,10+ years
84180,8000,7925.0,18.75,60,other,9.92%,WA,MORTGAGE,5002.33,677.0,7.0,8421.0,1.0,10+ years
35299,6000,6000.0,11.71,36,other,21.45%,MI,RENT,3100.0,687.0,18.0,10426.0,0.0,2 years
99867,35000,34950.0,17.27,36,debt_consolidation,22.74%,CA,RENT,6750.0,677.0,15.0,24626.0,1.0,10+ years
16487,1000,750.0,10.36,36,renewable_energy,0%,GA,MORTGAGE,1800.0,732.0,2.0,0.0,1.0,< 1 year
84283,10000,10000.0,15.31,36,credit_card,27.71%,CA,RENT,3750.0,682.0,19.0,19385.0,1.0,3 years
83786,6000,6000.0,15.8,36,medical,7.94%,NY,RENT,5000.0,672.0,7.0,14784.0,1.0,10+ years
85172,4000,4000.0,6.03,36,car,13.03%,CA,RENT,2916.67,752.0,7.0,2860.0,0.0,5 years
41190,20000,20000.0,11.71,60,debt_consolidation,10.98%,IL,MORTGAGE,5416.67,747.0,10.0,20836.0,0.0,10+ years
102580,3500,690.34,14.12,36,medical,10.19%,IA,OTHER,3750.0,657.0,8.0,9771.0,4.0,10+ years
57127,24000,24000.0,19.99,60,debt_consolidation,3.48%,AZ,RENT,8333.33,692.0,8.0,8224.0,1.0,5 years
70843,8000,8000.0,14.09,36,debt_consolidation,14.31%,CA,RENT,3500.0,692.0,7.0,5074.0,2.0,4 years
73060,12000,12000.0,6.62,36,credit_card,13.88%,MA,MORTGAGE,7125.0,777.0,15.0,20639.0,1.0,5 years
88845,17600,17600.0,8.9,36,debt_consolidation,16.58%,CO,MORTGAGE,4166.67,752.0,8.0,235.0,1.0,8 years
1031,5000,512.46,12.92,36,debt_consolidation,16.29%,CA,RENT,3333.0,667.0,11.0,14244.0,2.0,2 years
14556,8000,8000.0,18.67,60,educational,5.56%,CA,RENT,2500.0,662.0,5.0,5770.0,2.0,6 years
8549,10000,9850.0,9.88,36,debt_consolidation,17.04%,KY,MORTGAGE,4500.0,732.0,8.0,6948.0,2.0,4 years
61042,16800,16800.0,6.62,36,debt_consolidation,3.87%,SC,OWN,16083.33,802.0,5.0,13470.0,1.0,8 years
13096,6500,6450.0,10.38,60,home_improvement,6.86%,KY,MORTGAGE,2738.67,757.0,10.0,2345.0,1.0,8 years
70987,35000,35000.0,7.9,36,home_improvement,20.70%,TX,MORTGAGE,12083.33,792.0,10.0,28864.0,0.0,10+ years
70752,9950,9950.0,14.33,36,debt_consolidation,4.19%,NJ,MORTGAGE,4800.0,687.0,9.0,5038.0,1.0,5 years
35935,5000,5000.0,9.91,36,debt_consolidation,28.77%,OH,RENT,3166.67,752.0,3.0,0.0,1.0,n/a
68413,10000,10000.0,19.05,60,debt_consolidation,28.39%,FL,RENT,3726.67,697.0,23.0,10067.0,2.0,5 years
74613,6000,6000.0,13.11,36,debt_consolidation,19.97%,PA,MORTGAGE,5833.33,687.0,6.0,5523.0,1.0,1 year
82673,35000,35000.0,7.9,36,debt_consolidation,20.27%,VA,MORTGAGE,12083.33,772.0,15.0,35242.0,0.0,10+ years
56341,5600,5600.0,7.9,36,debt_consolidation,16.54%,FL,RENT,1916.67,707.0,8.0,3373.0,0.0,5 years
32601,17000,17000.0,7.9,36,small_business,6.43%,NJ,RENT,6250.0,797.0,4.0,1352.0,3.0,6 years
25674,15000,15000.0,12.99,60,debt_consolidation,17.45%,NY,RENT,5666.67,717.0,13.0,10855.0,0.0,3 years
73376,3000,3000.0,11.14,36,small_business,1.70%,NY,MORTGAGE,7750.0,687.0,7.0,874.0,0.0,10+ years
89741,12000,12000.0,17.77,36,credit_card,9.86%,MA,RENT,3083.33,667.0,10.0,4390.0,0.0,4 years
33667,25000,25000.0,14.27,36,debt_consolidation,14.59%,MA,MORTGAGE,9000.0,707.0,11.0,22364.0,3.0,7 years
88438,31075,31050.0,20.49,36,credit_card,26.18%,MA,OWN,6000.0,662.0,20.0,27221.0,2.0,10+ years
77788,4750,4750.0,14.33,60,debt_consolidation,23.48%,SC,RENT,1500.0,742.0,11.0,1687.0,3.0,< 1 year
40131,6400,6375.0,11.71,36,credit_card,14.88%,VA,RENT,4166.67,682.0,7.0,15055.0,0.0,1 year
36163,25000,25000.0,9.91,36,debt_consolidation,15.38%,FL,RENT,5500.0,732.0,9.0,11395.0,0.0,3 years
52543,5000,4975.0,6.03,36,major_purchase,6.43%,PA,MORTGAGE,12083.33,787.0,10.0,792.0,0.0,5 years
27201,12000,12000.0,11.99,60,home_improvement,4.30%,GA,MORTGAGE,3583.33,757.0,5.0,3942.0,2.0,2 years
60064,20000,20000.0,19.72,36,debt_consolidation,13.74%,VA,MORTGAGE,7965.0,667.0,18.0,18809.0,1.0,7 years
39439,10000,10000.0,15.96,36,debt_consolidation,13.09%,CA,RENT,4416.67,667.0,9.0,23870.0,1.0,10+ years
98321,9750,9750.0,20.49,36,other,10.55%,WA,RENT,3033.33,662.0,13.0,8688.0,1.0,4 years
61683,10000,10000.0,14.09,36,debt_consolidation,15.02%,RI,MORTGAGE,6000.0,687.0,13.0,8178.0,0.0,8 years
101987,3000,2057.84,10.46,36,small_business,4.34%,IL,OWN,4350.0,682.0,3.0,8414.0,4.0,10+ years
81939,25000,25000.0,19.72,60,debt_consolidation,1.31%,MN,MORTGAGE,5666.67,702.0,6.0,92.0,0.0,10+ years
9885,5000,5000.0,14.22,36,other,18.73%,CA,MORTGAGE,8583.0,672.0,9.0,8097.0,1.0,1 year
19235,6500,6500.0,5.79,36,credit_card,22.84%,TX,MORTGAGE,6400.0,732.0,11.0,7435.0,0.0,8 years
73893,8325,8325.0,15.31,36,debt_consolidation,15.22%,NY,RENT,2916.67,672.0,13.0,7171.0,0.0,4 years
65788,20000,20000.0,15.31,60,small_business,13.94%,FL,MORTGAGE,8333.33,712.0,15.0,22246.0,0.0,10+ years
70001,12000,12000.0,12.12,36,credit_card,20.32%,AL,MORTGAGE,5166.67,712.0,9.0,10054.0,1.0,4 years
14243,9500,9475.0,10.38,60,small_business,13.64%,NM,MORTGAGE,5000.0,757.0,10.0,46358.0,0.0,10+ years
16597,12000,11862.38,5.79,60,debt_consolidation,22.13%,WI,MORTGAGE,4166.67,782.0,12.0,14464.0,1.0,10+ years
14355,7200,7200.0,11.49,60,debt_consolidation,16.78%,CA,RENT,2944.0,717.0,11.0,5459.0,0.0,6 years
85461,8500,8500.0,10.16,36,credit_card,11.23%,NV,MORTGAGE,6091.83,712.0,18.0,10568.0,0.0,3 years
76503,17475,17475.0,19.05,60,debt_consolidation,22.95%,IL,MORTGAGE,4583.33,687.0,13.0,15852.0,3.0,10+ years
71743,10000,10000.0,12.12,36,home_improvement,13.49%,TX,MORTGAGE,3113.83,692.0,9.0,6634.0,0.0,4 years
66429,18000,17975.0,22.47,60,house,1.92%,FL,RENT,4583.33,662.0,6.0,4243.0,3.0,7 years
18916,4800,4775.0,5.42,36,medical,20.17%,NH,MORTGAGE,7466.83,787.0,19.0,13461.0,2.0,4 years
40840,5000,5000.0,7.9,36,wedding,16.44%,NC,MORTGAGE,2298.75,722.0,10.0,12346.0,0.0,10+ years
49985,20000,19925.0,12.12,36,credit_card,10.32%,TX,RENT,3750.0,722.0,6.0,15762.0,0.0,2 years
91018,12300,12300.0,15.31,36,debt_consolidation,19.26%,OH,MORTGAGE,5000.0,712.0,13.0,4460.0,2.0,10+ years
46016,28000,27950.0,22.78,60,debt_consolidation,10.29%,LA,MORTGAGE,6125.0,677.0,11.0,18101.0,2.0,5 years
20772,1675,1675.0,11.11,36,debt_consolidation,4.81%,CA,RENT,2080.0,692.0,4.0,1466.0,0.0,3 years
7006,7500,7500.0,17.04,36,car,4.92%,CA,RENT,4000.0,687.0,3.0,8398.0,0.0,7 years
17832,9200,9200.0,12.61,36,debt_consolidation,15.42%,WI,MORTGAGE,12833.33,677.0,12.0,17391.0,0.0,2 years
82746,8000,8000.0,15.8,36,credit_card,10.76%,OK,MORTGAGE,4583.33,677.0,13.0,4084.0,3.0,2 years
28147,5000,5000.0,10.99,36,moving,23.25%,NJ,RENT,2000.0,692.0,8.0,8339.0,0.0,< 1 year
46059,19125,19125.0,18.25,60,other,15.69%,CA,OWN,3333.33,692.0,8.0,7858.0,0.0,5 years
29858,5075,5050.0,5.99,36,debt_consolidation,20.10%,PA,MORTGAGE,5000.0,792.0,9.0,269.0,3.0,3 years
18553,7000,6975.0,9.62,36,debt_consolidation,22.69%,IL,MORTGAGE,3275.0,712.0,8.0,14075.0,1.0,9 years
72582,5000,5000.0,12.12,36,debt_consolidation,16.97%,WA,MORTGAGE,6800.0,677.0,16.0,25524.0,0.0,10+ years
30718,35000,33500.0,13.49,60,small_business,10.63%,AZ,MORTGAGE,15583.33,762.0,10.0,9.0,1.0,6 years
50460,2225,2225.0,14.65,36,credit_card,24.09%,WV,MORTGAGE,3250.0,672.0,9.0,26854.0,1.0,n/a
66149,4000,4000.0,10.16,36,major_purchase,4.58%,IL,RENT,3168.0,717.0,5.0,6916.0,2.0,< 1 year
41523,16000,16000.0,7.9,36,debt_consolidation,2.23%,CA,MORTGAGE,7083.33,742.0,11.0,3076.0,0.0,5 years
76858,15500,15500.0,17.77,36,debt_consolidation,27.60%,VA,OWN,3333.33,677.0,10.0,8692.0,0.0,4 years
91738,16000,16000.0,13.11,60,debt_consolidation,14.88%,OK,MORTGAGE,7916.67,697.0,9.0,22918.0,2.0,10+ years
21508,9000,9000.0,13.06,60,debt_consolidation,5.74%,CA,RENT,3678.08,712.0,8.0,7556.0,2.0,4 years
29999,20000,18275.0,16.49,60,wedding,24.58%,TX,MORTGAGE,6000.0,712.0,14.0,12231.0,3.0,3 years
17924,20000,19900.0,18.17,60,credit_card,9.72%,CA,MORTGAGE,10000.0,687.0,8.0,106527.0,0.0,10+ years
46748,30000,30000.0,22.78,60,debt_consolidation,24.71%,CA,RENT,6041.67,692.0,12.0,39144.0,0.0,1 year
25426,10000,10000.0,10.59,36,debt_consolidation,7.43%,CA,RENT,3833.33,737.0,3.0,10187.0,0.0,10+ years
76810,14000,14000.0,19.05,36,credit_card,31.02%,IL,MORTGAGE,5000.0,662.0,15.0,12728.0,3.0,7 years
101596,5000,4525.0,7.43,36,other,1%,NY,NONE,,802.0,,,,< 1 year
76324,18000,18000.0,15.31,60,other,22.93%,FL,RENT,5734.08,712.0,13.0,2819.0,0.0,4 years
48235,10000,10000.0,6.62,36,debt_consolidation,19.05%,WA,MORTGAGE,5208.33,742.0,8.0,28302.0,0.0,10+ years
50533,25975,25975.0,13.11,60,house,15.51%,WA,MORTGAGE,4583.33,737.0,6.0,3607.0,0.0,9 years
79478,10350,10350.0,14.09,36,car,20.46%,NY,RENT,3333.33,692.0,10.0,10841.0,1.0,1 year
88920,10850,10850.0,17.77,36,debt_consolidation,33.90%,PA,OWN,2708.33,662.0,7.0,9577.0,0.0,8 years
28663,4075,4075.0,5.42,36,home_improvement,23.41%,NC,MORTGAGE,3750.0,772.0,6.0,34103.0,1.0,6 years
10761,14500,10168.89,10.75,60,credit_card,14.26%,CA,MORTGAGE,3584.62,757.0,6.0,18555.0,0.0,10+ years
71249,12000,12000.0,10.16,36,debt_consolidation,27.48%,VA,MORTGAGE,5000.0,712.0,12.0,10490.0,0.0,7 years
97462,1000,1000.0,22.95,36,other,19.78%,NY,RENT,884.9,667.0,4.0,5561.0,0.0,n/a
101208,5900,5900.0,13.11,36,debt_consolidation,14.19%,FL,MORTGAGE,3010.0,702.0,8.0,5921.0,0.0,10+ years
74097,9950,9925.0,13.11,36,debt_consolidation,24.21%,MI,MORTGAGE,2500.0,707.0,17.0,16618.0,1.0,10+ years
81822,7200,7200.0,6.03,36,debt_consolidation,17.27%,NY,MORTGAGE,3416.67,792.0,14.0,4838.0,0.0,10+ years
38540,14750,14750.0,16.77,60,debt_consolidation,17.32%,NM,MORTGAGE,2500.0,687.0,8.0,11003.0,1.0,8 years
103250,5000,4975.0,16.7,36,other,2.67%,FL,RENT,3000.0,692.0,4.0,2474.0,8.0,1 year
20785,20000,20000.0,14.91,36,debt_consolidation,19.43%,VA,MORTGAGE,6250.0,717.0,12.0,14308.0,1.0,5 years
32636,18400,18375.0,19.42,60,debt_consolidation,22.53%,VA,MORTGAGE,7400.0,707.0,14.0,10439.0,2.0,10+ years
2834,7200,4167.97,14.11,36,other,13.62%,PA,OWN,3583.0,702.0,3.0,1621.0,1.0,1 year
45427,18000,17994.17,13.99,60,debt_consolidation,2.13%,PA,MORTGAGE,4364.58,727.0,9.0,1721.0,3.0,3 years
83841,8000,8000.0,12.12,36,debt_consolidation,24.98%,MA,RENT,3166.67,692.0,10.0,5428.0,0.0,10+ years
38903,4000,4000.0,8.9,36,small_business,13.16%,CA,MORTGAGE,5166.67,722.0,9.0,7171.0,2.0,3 years
90332,6000,6000.0,13.11,36,debt_consolidation,18.10%,NY,RENT,3750.0,692.0,18.0,14468.0,3.0,7 years
8382,6250,6100.0,10.25,36,debt_consolidation,18.04%,FL,MORTGAGE,2400.0,722.0,5.0,14863.0,0.0,10+ years
77035,5375,5375.0,14.09,36,car,15.05%,TX,MORTGAGE,5416.67,687.0,13.0,4087.0,2.0,1 year
100469,8875,8875.0,15.31,36,debt_consolidation,14.90%,SC,RENT,2302.0,667.0,8.0,10008.0,0.0,n/a
39792,7000,7000.0,10.65,36,debt_consolidation,7.38%,CA,RENT,3333.33,702.0,7.0,12168.0,0.0,< 1 year
80904,12000,12000.0,15.31,36,debt_consolidation,21.83%,VA,RENT,6416.67,682.0,20.0,11583.0,2.0,2 years
60688,21250,21250.0,18.75,36,credit_card,26.53%,LA,OWN,4500.0,672.0,15.0,25287.0,2.0,10+ years
68301,3600,3600.0,19.72,60,car,22.22%,KS,MORTGAGE,3200.0,682.0,13.0,11702.0,0.0,< 1 year
82419,12000,12000.0,14.33,36,debt_consolidation,28.20%,KY,MORTGAGE,3333.33,672.0,11.0,10727.0,0.0,10+ years
71540,10050,10050.0,14.33,36,credit_card,16.48%,CA,RENT,2500.0,692.0,7.0,13337.0,2.0,< 1 year
67109,4025,4025.0,8.9,36,credit_card,15.32%,CA,MORTGAGE,5000.0,702.0,12.0,15943.0,0.0,8 years
48352,5000,5000.0,6.62,36,debt_consolidation,1.20%,GA,RENT,5000.0,782.0,8.0,531.0,1.0,2 years
36706,16500,16400.0,11.71,60,small_business,12.07%,OH,MORTGAGE,2750.0,777.0,11.0,2316.0,1.0,4 years
22993,10000,10000.0,7.29,36,home_improvement,7.94%,CA,MORTGAGE,5833.33,737.0,12.0,3181.0,0.0,8 years
102441,7500,-0.01,12.29,36,educational,21.34%,CA,MORTGAGE,8750.0,687.0,14.0,20947.0,7.0,5 years
50602,10000,10000.0,6.03,36,debt_consolidation,24.66%,OH,MORTGAGE,2940.25,757.0,8.0,5904.0,0.0,10+ years
52285,10000,10000.0,8.9,36,credit_card,22.66%,MN,RENT,2083.33,717.0,8.0,12724.0,0.0,9 years
77559,18000,18000.0,7.9,36,credit_card,18.36%,GA,RENT,5833.33,732.0,16.0,12522.0,0.0,< 1 year
98980,7000,7000.0,16.29,36,credit_card,24.93%,TX,MORTGAGE,3833.33,682.0,20.0,18792.0,3.0,3 years
92488,22000,21975.0,22.47,60,debt_consolidation,33.93%,WV,MORTGAGE,5083.33,672.0,14.0,31152.0,2.0,10+ years
53808,6000,6000.0,13.11,36,debt_consolidation,12.40%,WA,RENT,1000.0,687.0,18.0,3622.0,2.0,1 year
32517,5600,5600.0,6.62,36,wedding,7.23%,NC,MORTGAGE,5833.33,752.0,8.0,8125.0,1.0,2 years
82160,9500,9500.0,12.12,36,debt_consolidation,24.06%,MO,MORTGAGE,2519.17,707.0,7.0,8673.0,1.0,10+ years
47059,12000,12000.0,13.11,36,debt_consolidation,17.51%,SC,MORTGAGE,9666.67,682.0,12.0,17226.0,0.0,5 years
19661,7200,7200.0,10.37,36,debt_consolidation,8.92%,FL,MORTGAGE,4416.67,677.0,10.0,4137.0,0.0,2 years
89012,5000,5000.0,15.8,36,debt_consolidation,25.53%,NC,RENT,6612.0,667.0,6.0,14283.0,0.0,10+ years
39468,8250,8086.75,15.96,60,home_improvement,15.60%,NY,MORTGAGE,2917.0,697.0,13.0,4479.0,1.0,2 years
83422,30000,30000.0,22.47,60,debt_consolidation,20.07%,NY,MORTGAGE,7916.67,692.0,9.0,4202.0,3.0,n/a
55690,10075,10075.0,15.81,60,debt_consolidation,23.80%,DE,MORTGAGE,6583.33,702.0,15.0,13259.0,1.0,1 year
66424,9050,9050.0,13.11,36,credit_card,20.58%,MI,MORTGAGE,5166.67,702.0,9.0,7571.0,1.0,7 years
98930,17500,17500.0,10.16,36,credit_card,23.64%,CA,MORTGAGE,3333.33,702.0,10.0,21483.0,0.0,8 years
16158,10000,5334.01,6.91,36,car,8.83%,TX,RENT,4166.67,732.0,5.0,6381.0,0.0,1 year
66360,10000,10000.0,8.9,36,other,20.10%,MO,RENT,2870.42,717.0,11.0,18802.0,0.0,3 years
63941,8500,8500.0,15.8,36,debt_consolidation,17.40%,MI,RENT,2500.0,692.0,6.0,6491.0,1.0,1 year
57456,16000,15975.0,14.65,36,debt_consolidation,20.15%,NC,RENT,3666.67,677.0,15.0,6875.0,0.0,4 years
79611,2350,2350.0,14.09,36,credit_card,11.18%,WA,MORTGAGE,1833.33,727.0,3.0,7463.0,1.0,n/a
20467,10000,9924.07,7.29,36,medical,4.70%,NY,RENT,6083.33,732.0,10.0,7337.0,1.0,3 years
96157,25000,24975.0,15.8,60,debt_consolidation,21.18%,MA,MORTGAGE,5458.33,737.0,26.0,27327.0,1.0,6 years
76957,8000,8000.0,14.33,36,credit_card,27.34%,CA,RENT,3500.0,687.0,19.0,16395.0,2.0,7 years
78827,6000,6000.0,13.11,36,credit_card,16.75%,OH,MORTGAGE,4166.67,672.0,9.0,4500.0,0.0,< 1 year
65280,4000,4000.0,13.11,36,credit_card,11.80%,NY,RENT,5416.67,687.0,12.0,6616.0,1.0,1 year
79531,11500,11500.0,11.14,36,credit_card,18%,WA,RENT,2916.67,717.0,14.0,13851.0,1.0,5 years
42255,12000,12000.0,9.91,36,wedding,4.10%,WA,RENT,12500.0,707.0,9.0,22889.0,0.0,9 years
28871,15250,13914.17,16.49,60,debt_consolidation,20.57%,FL,RENT,2916.67,692.0,10.0,17931.0,0.0,< 1 year
21867,5000,5000.0,12.68,36,debt_consolidation,9.20%,FL,RENT,3500.0,697.0,6.0,3555.0,0.0,1 year
73473,6000,6000.0,7.9,36,wedding,20.75%,IL,RENT,3750.0,717.0,12.0,4318.0,0.0,10+ years
56778,18225,18225.0,16.29,60,credit_card,22.61%,PA,RENT,3166.67,712.0,7.0,12233.0,2.0,4 years
10642,15000,15000.0,10.38,36,debt_consolidation,16.87%,IL,MORTGAGE,6312.0,737.0,17.0,14339.0,2.0,2 years
